Rain,Wind
3.171428571,2.742857143
2.228571429,2.614285714
1.114285714,7.228571429
4.571428571,5.028571429
1.114285714,2.871428571
6.457142857,4.957142857
10.31428571,4.2
0.942857143,3.471428571
1.371428571,3.857142857
7.114285714,4.916666667
0.057142857,1.942857143
3.114285714,2.257142857
0.166666667,3.442857143
7.571428571,6.75
4.8,3.942857143
2.371428571,3.557142857
1.857142857,2.528571429
6.457142857,5.428571429
0.2,2.7
8.4,3.714285714
1,2.557142857
0.428571429,2.142857143
2.6,3.985714286
2.4,3.871428571
1.914285714,3.871428571
3.114285714,5.057142857
0,3.428571429
2.971428571,3.728571429
4.171428571,2.3
1.771428571,2.928571429
0,2.814285714
1.228571429,3.116666667
3.485714286,3.4
1.914285714,2.983333333
0.242857143,2.428571429
0,3.042857143
1.857142857,3.785714286
0,1.557142857
2.085714286,3.642857143
0.657142857,3.428571429
0.942857143,3.185714286
0.028571429,3.742857143
6.2,5.314285714
4.028571429,3.971428571
2.657142857,3.757142857
0,2.028571429
0,1.685714286
0,5.842857143
1.828571429,2
1.914285714,4.128571429
1.085714286,2.885714286
3.2,3.885714286
1.428571429,3.042857143
4.514285714,3.385714286
1.571428571,1.642857143
1.085714286,2.557142857
3.914285714,3.085714286
2.2,3.285714286
5.828571429,4.557142857
0.485714286,4.171428571
3.8,4.014285714
0.914285714,2.728571429
2.114285714,4.685714286
5.485714286,6.157142857
1.857142857,2.814285714
1.2,4.271428571
9.542857143,2.757142857
2.828571429,3.757142857
1,2.571428571
3.114285714,3.9
0,3.814285714
0.057142857,3.671428571
3.314285714,4.428571429
2.2,4.114285714
0.657142857,3
3.542857143,2.171428571
10.11428571,6.314285714
2.314285714,3.985714286
7.457142857,3.114285714
3.685714286,5.328571429
7.828571429,4.214285714
1.057142857,3.371428571
3.057142857,2.742857143
5.342857143,4.771428571
0.228571429,1.857142857
5.285714286,4.414285714
4.2,3.671428571
0.028571429,2.471428571
3.657142857,3.014285714
1.257142857,3.571428571
3.8,4.042857143
4.342857143,3.328571429
7.028571429,4.128571429
0.542857143,2.514285714
2.914285714,3.414285714
4.714285714,3.685714286
0.028571429,3.042857143
1.571428571,2.085714286
3.742857143,4.371428571
4.971428571,5.971428571
2.257142857,3.114285714
0.857142857,3.3
2.114285714,5.371428571
0.085714286,3.528571429
1.8,4.485714286
0,2.757142857
3.857142857,2.914285714
3.171428571,4.742857143
0.771428571,2.557142857
2.657142857,4.271428571
0,3.157142857
1.257142857,3.242857143
8.514285714,2.828571429
3.428571429,2.528571429
0,2.514285714
2.428571429,3.6
3.285714286,3.614285714
0,1.428571429
6.428571429,3.871428571
2.314285714,4.057142857
2.657142857,2.157142857
0.685714286,2.085714286
0.285714286,2
1.228571429,3.471428571
2.857142857,4.16
0.885714286,2.95
1.057142857,4.08
0,3.125
2.742857143,3.857142857
1.628571429,3.657142857
1.514285714,1.971428571
1.171428571,3.357142857
3.971428571,4.157142857
2.6,4.285714286
1.542857143,4.085714286
5.971428571,5.371428571
1.628571429,2.9
1,1.828571429
0.057142857,3.671428571
0.114285714,2.342857143
1.285714286,2.628571429
1.4,2.7
0.6,2.557142857
4.571428571,3.4
3.542857143,2.785714286
0.542857143,3.428571429
1.4,2.957142857
1.785714286,3.6
2.657142857,5.342857143
3.942857143,2.7
1.1,4.4
2.985714286,4.457142857
3.171428571,4.128571429
2.442857143,5.185714286
0.757142857,3.285714286
0,1.628571429
0.6,3.171428571
0.128571429,1.814285714
5.657142857,4.485714286
0.171428571,2.814285714
4.028571429,4.814285714
0.385714286,3.228571429
8.414285714,4.5
0.957142857,4.5
0.114285714,2.471428571
0,1.771428571
3.142857143,3.128571429
3.157142857,3.957142857
1.8,2.8
2.814285714,4.642857143
0.014285714,3.114285714
0,2.4
0.1,4.042857143
7.442857143,6.285714286
5.7,5.828571429
3.857142857,4.014285714
0.228571429,2.457142857
1.285714286,3.142857143
1.385714286,3.914285714
0.814285714,1.828571429
0.9,2.4
0.771428571,3.028571429
5.4,4.871428571
0,2.5
18.25714286,3.471428571
1.971428571,4.185714286
1.642857143,3.1
1.857142857,4.085714286
0.942857143,3.985714286
0.471428571,3.428571429
0.414285714,2.242857143
1.142857143,3.271428571
0.171428571,3.5
3.542857143,2.885714286
2.671428571,3.885714286
1.7,4.285714286
